as_of,kr_mom,us_mom,kr_breadth,us_breadth,rel_strength,risk_score,macro_score,composite,signal,cost,kr_return,us_return,kr_return_usd,fx_return,blend_return,blend_return_usd,strategy_return,strategy_return_usd
2023-07-31,0.0536,0.0601,0.7273,1.0,-0.0309,0.2768,-0.2473,-0.2727,US,0.0,-0.029,-0.0177,-0.0636,0.037,-0.0234,-0.0407,-0.0177,-0.0177
2023-08-31,0.0189,0.0469,0.6364,0.7273,-0.0579,0.4025,-0.2654,-0.3451,US,0.0,-0.0357,-0.0487,-0.0566,0.0205,-0.0422,-0.0527,-0.0487,-0.0487
2023-09-29,-0.0028,-0.0094,0.4545,0.3636,-0.0215,-0.1843,-0.2843,-0.0564,Neutral,0.003,-0.0531,-0.022,-0.0535,-0.0001,-0.0375,-0.0377,-0.0405,-0.0407
2023-10-31,-0.1114,-0.0449,0.0,0.2727,-0.0669,0.1369,-0.3092,-0.5798,US,0.003,0.113,0.0892,0.1582,-0.039,0.1011,0.1237,0.0862,0.0862
2023-11-30,0.0221,0.056,0.6364,0.8182,-0.0421,0.4968,-0.2923,-0.3871,US,0.0,0.0473,0.0442,0.0555,-0.0038,0.0458,0.0499,0.0442,0.0442
2023-12-29,0.0461,0.0741,0.8182,1.0,-0.0321,0.418,-0.2765,-0.352,US,0.0,-0.0647,0.0159,-0.0803,0.0303,-0.0244,-0.0322,0.0159,0.0159
2024-01-31,-0.0041,0.0485,0.2727,0.9091,-0.0798,0.1513,-0.2699,-0.5671,US,0.0,0.0582,0.0517,0.0572,0.0009,0.0549,0.0545,0.0517,0.0517
2024-02-29,0.0496,0.0721,0.7273,0.9091,-0.0488,0.3098,-0.282,-0.3714,US,0.0,0.0395,0.031,0.0315,0.0077,0.0352,0.0313,0.031,0.031
2024-03-29,0.0373,0.1018,0.8182,1.0,-0.0603,0.2909,-0.2643,-0.5135,US,0.0,-0.0199,-0.0397,-0.0484,0.03,-0.0298,-0.044,-0.0397,-0.0397
2024-04-30,0.0862,0.058,0.7273,0.9091,0.0112,0.026,-0.2617,0.0165,Neutral,0.003,-0.0206,0.048,-0.018,-0.0027,0.0137,0.015,0.0107,0.012
2024-05-31,0.0175,0.0677,0.5455,1.0,-0.074,0.3614,-0.2549,-0.5206,US,0.003,0.0612,0.0347,0.0619,-0.0007,0.0479,0.0483,0.0317,0.0317
2024-06-28,0.0224,0.0326,0.5455,1.0,-0.0366,0.3966,-0.2555,-0.3057,US,0.0,-0.0097,0.0113,-0.0013,-0.0084,0.0008,0.005,0.0113,0.0113
2024-07-31,0.0482,0.0774,0.7273,1.0,-0.0395,-0.1475,-0.264,-0.4761,US,0.0,-0.0348,0.0228,-0.0113,-0.0238,-0.006,0.0058,0.0228,0.0228
2024-08-30,0.0232,0.0761,0.5455,1.0,-0.0742,0.3813,-0.2538,-0.5241,US,0.0,-0.0303,0.0202,-0.0159,-0.0146,-0.0051,0.0021,0.0202,0.0202
2024-09-30,0.0154,0.0674,0.5455,0.9091,-0.1104,0.0133,-0.2519,-0.5831,US,0.0,-0.0143,-0.0099,-0.0542,0.0422,-0.0121,-0.0321,-0.0099,-0.0099
2024-10-31,0.0129,0.0478,0.6364,0.9091,-0.0995,-0.1226,-0.2297,-0.5328,US,0.0,-0.0392,0.0573,-0.0544,0.0161,0.009,0.0014,0.0573,0.0573
2024-11-29,-0.0199,0.0962,0.5455,1.0,-0.1601,0.5563,-0.2333,-0.5655,US,0.0,-0.023,-0.025,-0.0726,0.0589,-0.024,-0.0488,-0.025,-0.025
2024-12-31,-0.0448,0.0007,0.3636,0.7273,-0.1087,-0.1153,-0.2542,-0.5858,US,0.0,0.0494,0.027,0.0595,-0.0143,0.0382,0.0433,0.027,0.027
2025-01-31,0.0263,0.0492,0.5455,0.8182,-0.0776,0.2258,-0.2712,-0.4311,US,0.0,0.0061,-0.0142,0.0023,0.0038,-0.0041,-0.006,-0.0142,-0.0142
2025-02-28,0.0187,0.0185,0.4545,0.8182,-0.0272,-0.11,-0.257,-0.2964,US,0.0,-0.0204,-0.0575,-0.0276,0.0074,-0.039,-0.0426,-0.0575,-0.0575
2025-03-31,0.0042,-0.0081,0.4545,0.5455,0.0347,-0.0583,-0.2796,0.0203,Neutral,0.003,0.0304,-0.0076,0.0647,-0.0322,0.0114,0.0285,0.0084,0.0255
2025-04-30,0.031,-0.029,0.6364,0.3636,0.0415,-0.2667,-0.2837,0.3727,KR,0.003,0.0552,0.0615,0.087,-0.0293,0.0583,0.0743,0.0522,0.084
2025-05-30,0.1159,-0.0028,0.7273,0.6364,0.0615,0.434,-0.2597,0.4852,KR,0.0,0.1386,0.0496,0.1641,-0.0219,0.0941,0.1069,0.1386,0.1641
2025-06-30,0.2709,0.0494,0.9091,0.6364,0.1359,0.3854,-0.258,0.5735,KR,0.0,0.0566,0.0217,0.0264,0.0294,0.0391,0.024,0.0566,0.0264
2025-07-31,0.2261,0.0412,1.0,0.8182,0.1352,0.2075,-0.2511,0.5248,KR,0.0,-0.0183,0.0191,-0.0158,-0.0025,0.0004,0.0016,-0.0183,-0.0158
2025-08-29,0.1389,0.0433,0.9091,0.9091,0.0745,0.448,-0.2199,0.4349,KR,0.0,0.0749,0.0353,0.0633,0.0109,0.0551,0.0493,0.0749,0.0633
2025-09-30,0.1364,0.0639,1.0,0.9091,0.0723,0.243,-0.243,0.4425,KR,0.0,0.1994,0.0227,0.1784,0.0179,0.111,0.1005,0.1994,0.1784
2025-10-31,0.2442,0.0553,1.0,0.7273,0.2472,0.0889,-0.2634,0.5288,KR,0.0,-0.044,0.0013,-0.0691,0.0269,-0.0214,-0.0339,-0.044,-0.0691
2025-11-28,0.1529,0.0476,1.0,0.9091,0.1559,0.1826,-0.279,0.4622,KR,0.0,0.0732,-0.0005,0.095,-0.0184,0.0364,0.0473,0.0732,0.095
2025-12-31,0.1037,0.0272,1.0,0.8182,0.1755,0.4318,-0.2796,0.5258,KR,0.0,0.2123,0.0137,0.2053,0.0071,0.113,0.1095,0.2123,0.2053
2026-01-30,0.2363,0.0598,1.0,1.0,0.3365,-0.0089,-0.2768,0.3789,KR,0.0,0.1952,-0.0087,0.2043,-0.0076,0.0933,0.0978,0.1952,0.2043
2026-02-27,0.3888,0.0769,1.0,0.9091,0.5689,-0.0814,-0.2847,0.4305,KR,0.0,-0.1908,-0.0509,-0.2268,0.0465,-0.1209,-0.1389,-0.1908,-0.2268
2026-03-31,0.0971,0.0094,0.8182,0.5455,0.2039,-0.2458,-0.2599,0.4622,KR,0.0,0.2309,0.0889,0.2613,-0.0241,0.1599,0.1751,0.2309,0.2613
