as_of,kr_mom,us_mom,kr_breadth,us_breadth,rel_strength,risk_score,macro_score,composite,signal,cost,kr_return,us_return,kr_return_usd,fx_return,blend_return,blend_return_usd,strategy_return,strategy_return_usd
2011-12-30,-0.0622,0.0277,0.1818,0.5556,-0.064,0.2396,-0.2851,-0.5908,US,0.0,0.0709,0.0436,0.1029,-0.0257,0.0572,0.0733,0.0436,0.0436
2012-01-31,-0.0179,0.0319,0.1818,1.0,-0.0348,0.6048,-0.2338,-0.4359,US,0.0,0.0381,0.0406,0.0391,-0.001,0.0393,0.0398,0.0406,0.0406
2012-02-29,0.0522,0.099,0.4545,1.0,-0.0459,0.4884,-0.219,-0.459,US,0.0,-0.008,0.0313,-0.0197,0.0119,0.0117,0.0058,0.0313,0.0313
2012-03-30,0.0553,0.1106,0.6364,1.0,-0.0645,0.4744,-0.2133,-0.494,US,0.0,-0.0159,-0.0075,-0.0104,-0.0055,-0.0117,-0.009,-0.0075,-0.0075
2012-04-30,-0.0431,0.0474,0.2727,1.0,-0.0396,0.1142,-0.226,-0.5725,US,0.0,-0.0699,-0.0627,-0.1077,0.0424,-0.0663,-0.0852,-0.0627,-0.0627
2012-05-31,-0.0757,-0.0024,0.1818,0.7778,-0.0384,-0.2772,-0.2594,-0.6221,US,0.0,0.0057,0.0396,0.0254,-0.0192,0.0226,0.0325,0.0396,0.0396
2012-06-29,-0.0316,0.0327,0.1818,0.8889,-0.0581,0.433,-0.2421,-0.5262,US,0.0,0.0151,0.0126,0.0334,-0.0177,0.0138,0.023,0.0126,0.0126
2012-07-31,-0.0291,0.0179,0.2727,0.8889,-0.0346,0.1313,-0.1932,-0.4884,US,0.0,0.0123,0.0198,0.015,-0.0026,0.016,0.0174,0.0198,0.0198
2012-08-31,0.0108,0.0536,0.3636,1.0,-0.0404,0.1375,-0.1633,-0.478,US,0.0,0.0478,0.0242,0.0649,-0.0161,0.036,0.0446,0.0242,0.0242
2012-09-28,0.0414,0.0375,0.7273,1.0,-0.0005,0.4412,-0.1999,-0.0936,US,0.0,-0.0422,-0.0198,-0.0201,-0.0225,-0.031,-0.0199,-0.0198,-0.0198
2012-10-31,-0.0038,0.0127,0.3636,0.8889,-0.0136,0.0856,-0.1683,-0.3131,US,0.0,0.0109,0.0028,0.0186,-0.0075,0.0069,0.0107,0.0028,0.0028
2012-11-30,0.0209,0.0368,0.3636,0.7778,0.0016,0.2979,-0.1617,-0.2288,US,0.0,0.0332,0.0071,0.0433,-0.0407,0.0201,0.0252,0.0071,0.0071
2012-12-31,0.0268,0.0317,0.4545,0.7778,0.0236,0.0854,-0.1504,-0.1265,US,0.0,-0.0341,0.0504,-0.0544,0.0456,0.0082,-0.002,0.0504,0.0504
2013-01-31,0.0211,0.0747,0.5455,1.0,-0.0457,0.5028,-0.5027,-0.5426,US,0.0,0.0329,0.0111,0.0343,-0.0014,0.022,0.0227,0.0111,0.0111
2013-02-28,0.0292,0.0659,0.6364,1.0,-0.0017,0.1841,-0.4833,-0.4286,US,0.0,-0.0107,0.036,-0.0357,0.0259,0.0127,0.0002,0.036,0.036
2013-03-29,-0.0159,0.085,0.5455,1.0,-0.073,0.5892,-0.5026,-0.6084,US,0.0,-0.0204,0.0227,-0.0126,-0.0079,0.0011,0.005,0.0227,0.0227
2013-04-30,-0.0245,0.0819,0.4545,1.0,-0.0622,0.3424,-0.5145,-0.6446,US,0.0,0.0189,0.0208,-0.0032,0.0221,0.0198,0.0088,0.0208,0.0208
2013-05-31,0.0002,0.0866,0.5455,1.0,-0.0638,0.0377,-0.4824,-0.6718,US,0.0,-0.0688,-0.015,-0.0847,0.0174,-0.0419,-0.0499,-0.015,-0.015
2013-06-28,-0.0727,0.0452,0.1818,1.0,-0.1049,0.1741,-0.4681,-0.6811,US,0.0,0.0272,0.0495,0.0585,-0.0296,0.0383,0.054,0.0495,0.0495
2013-07-31,0.0145,0.0791,0.4545,1.0,-0.0849,0.6278,-0.482,-0.5732,US,0.0,0.0064,-0.0313,0.0079,-0.0014,-0.0124,-0.0117,-0.0313,-0.0313
2013-08-30,-0.0273,0.0127,0.2727,1.0,-0.0417,0.1043,-0.4943,-0.5594,US,0.0,0.0366,0.0297,0.0712,-0.0323,0.0332,0.0505,0.0297,0.0297
2013-09-30,0.0758,0.0527,0.8182,1.0,0.0138,0.3071,-0.4903,-0.0148,Neutral,0.003,0.0166,0.0446,0.0335,-0.0164,0.0306,0.039,0.0276,0.036
2013-10-31,0.0408,0.0552,0.8182,1.0,-0.0248,0.7195,-0.4947,-0.2769,US,0.003,0.0073,0.028,0.0055,0.0018,0.0177,0.0168,0.025,0.025
2013-11-29,0.0346,0.0765,0.8182,1.0,-0.0296,0.5048,-0.4944,-0.441,US,0.0,-0.0164,0.0236,-0.0107,-0.0055,0.0036,0.0064,0.0236,0.0236
2013-12-31,0.0428,0.0884,0.7273,1.0,-0.054,0.548,-0.477,-0.5042,US,0.0,-0.0132,-0.0356,-0.0372,0.0237,-0.0244,-0.0364,-0.0356,-0.0356
2014-01-31,-0.0133,0.0104,0.7273,0.8889,-0.0192,0.0572,-0.4726,-0.397,US,0.0,0.0313,0.0431,0.0424,-0.0098,0.0372,0.0427,0.0431,0.0431
2014-02-28,0.0311,0.08,0.6364,1.0,-0.0471,0.6814,-0.4911,-0.499,US,0.0,0.0028,0.0069,0.0049,-0.002,0.0049,0.0059,0.0069,0.0069
2014-03-31,-0.0145,0.0521,0.6364,1.0,-0.0474,0.6261,-0.48,-0.5402,US,0.0,-0.012,0.0062,0.0236,-0.0348,-0.0029,0.0149,0.0062,0.0062
2014-04-30,-0.0255,0.0573,0.4545,1.0,-0.0546,0.4042,-0.4697,-0.6041,US,0.0,0.0169,0.021,0.0278,-0.0106,0.019,0.0244,0.021,0.021
2014-05-30,-0.019,0.0496,0.3636,1.0,-0.0431,0.5803,-0.4704,-0.5484,US,0.0,0.0036,0.0191,0.0088,-0.0051,0.0113,0.0139,0.0191,0.0191
2014-06-30,0.0082,0.0551,0.4545,1.0,-0.0454,0.4218,-0.475,-0.5327,US,0.0,0.0369,-0.0151,0.0265,0.0102,0.0109,0.0057,-0.0151,-0.0151
2014-07-31,0.0426,0.0258,0.7273,1.0,0.0271,-0.0075,-0.4763,-0.0801,US,0.0,-0.0037,0.0377,0.0056,-0.0092,0.017,0.0216,0.0377,0.0377
2014-08-29,0.0273,0.0569,0.7273,1.0,-0.0272,0.6003,-0.4677,-0.3924,US,0.0,-0.0234,-0.0155,-0.0587,0.0375,-0.0195,-0.0371,-0.0155,-0.0155
2014-09-30,0.0145,0.0098,0.6364,0.8889,-0.0046,-0.0558,-0.4561,-0.2355,US,0.0,-0.0276,0.0232,-0.029,0.0015,-0.0022,-0.0029,0.0232,0.0232
2014-10-31,-0.035,0.0496,0.4545,0.8889,-0.067,0.3709,-0.4475,-0.6134,US,0.0,0.0083,0.0245,-0.0332,0.043,0.0164,-0.0044,0.0245,0.0245
2014-11-28,-0.0195,0.0463,0.5455,0.8889,-0.0763,0.4507,-0.4572,-0.5835,US,0.0,-0.0329,-0.0042,-0.0326,-0.0035,-0.0185,-0.0184,-0.0042,-0.0042
2014-12-31,-0.0599,0.0377,0.1818,0.8889,-0.0785,-0.0988,-0.478,-0.7097,US,0.0,0.0118,-0.031,0.0071,0.0032,-0.0096,-0.012,-0.031,-0.031
2015-01-30,-0.0096,0.0114,0.3636,0.7778,0.0063,-0.1157,-0.5297,-0.3952,US,0.0,0.0187,0.0549,0.017,0.0017,0.0368,0.036,0.0549,0.0549
2015-02-27,-0.0049,0.0403,0.4545,0.8889,-0.0453,0.6653,-0.5061,-0.4962,US,0.0,0.0278,-0.0174,0.0233,0.0044,0.0052,0.003,-0.0174,-0.0174
2015-03-31,0.0221,0.0053,0.4545,0.7778,0.0221,0.1608,-0.4816,-0.0751,Neutral,0.003,0.0422,0.0085,0.0778,-0.033,0.0254,0.0432,0.0224,0.0402
2015-04-30,0.1049,0.0312,0.7273,0.8889,0.0449,0.3866,-0.4835,0.2142,KR,0.003,-0.0058,0.0105,-0.04,0.0356,0.0023,-0.0147,-0.0088,-0.043
2015-05-29,0.0611,0.0063,0.4545,0.8889,0.034,0.4542,-0.4824,0.1298,KR,0.0,-0.0192,-0.021,-0.029,0.0101,-0.0201,-0.025,-0.0192,-0.029
2015-06-30,0.0665,-0.0173,0.4545,0.4444,0.0426,-0.0555,-0.4696,0.2653,KR,0.0,-0.0212,0.0197,-0.0652,0.047,-0.0007,-0.0227,-0.0212,-0.0652
2015-07-31,-0.0135,0.0111,0.3636,0.5556,-0.0243,0.5097,-0.469,-0.3571,US,0.003,-0.0437,-0.0626,-0.0492,0.0058,-0.0531,-0.0559,-0.0656,-0.0656
2015-08-31,-0.0497,-0.064,0.2727,0.1111,0.0185,-0.3523,-0.4659,0.0677,Neutral,0.003,0.011,-0.0264,-0.003,0.0141,-0.0077,-0.0147,-0.0107,-0.0177
2015-09-30,-0.0408,-0.0579,0.3636,0.0,0.0391,0.1865,-0.4677,0.2505,KR,0.003,0.034,0.083,0.0832,-0.0455,0.0585,0.0831,0.031,0.0802
2015-10-30,-0.0293,0.0173,0.4545,0.5556,-0.0298,0.4607,-0.478,-0.4199,US,0.003,-0.0185,0.0005,-0.0312,0.0131,-0.009,-0.0153,-0.0025,-0.0025
2015-11-30,-0.0135,0.0087,0.3636,0.5556,-0.0238,0.1573,-0.4632,-0.3953,US,0.0,-0.0154,-0.0175,-0.0277,0.0178,-0.0165,-0.0226,-0.0175,-0.0175
2015-12-31,-0.0371,0.004,0.2727,0.4444,-0.0356,-0.0987,-0.4627,-0.5295,US,0.0,-0.0035,-0.0507,-0.0295,0.0257,-0.0271,-0.0401,-0.0507,-0.0507
2016-01-29,-0.0408,-0.0643,0.2727,0.2222,0.0097,-0.2919,-0.4022,0.0527,Neutral,0.003,0.0024,-0.0041,-0.0263,0.0294,-0.0009,-0.0152,-0.0039,-0.0182
2016-02-29,0.0154,-0.0118,0.2727,0.2222,0.0255,-0.0484,-0.4443,0.1382,KR,0.003,0.0413,0.066,0.1335,-0.0813,0.0537,0.0997,0.0383,0.1305
2016-03-31,0.0354,0.0587,0.4545,0.6667,-0.0205,0.6447,-0.4295,-0.3175,US,0.003,-0.0009,0.0027,0.0046,-0.0055,0.0009,0.0037,-0.0003,-0.0003
2016-04-29,0.0443,0.0428,0.7273,1.0,-0.0219,0.1514,-0.423,-0.2675,US,0.0,-0.0054,0.0153,-0.0589,0.0568,0.005,-0.0218,0.0153,0.0153
2016-05-31,0.0055,0.0398,0.6364,1.0,-0.0223,0.497,-0.4166,-0.4132,US,0.0,-0.0066,0.0009,0.0333,-0.0386,-0.0028,0.0171,0.0009,0.0009
2016-06-30,-0.0126,0.0375,0.4545,1.0,-0.0186,0.0136,-0.4015,-0.5293,US,0.0,0.0233,0.0356,0.0495,-0.025,0.0294,0.0426,0.0356,0.0356
2016-07-29,0.036,0.0859,0.4545,1.0,-0.0494,0.618,-0.393,-0.4962,US,0.0,0.0092,-0.0012,0.0136,-0.0044,0.004,0.0062,-0.0012,-0.0012
2016-08-31,0.0412,0.0462,0.6364,1.0,-0.0227,0.3928,-0.3891,-0.2744,US,0.0,0.0044,-0.0012,0.0197,-0.015,0.0016,0.0092,-0.0012,-0.0012
2016-09-30,0.0344,0.0255,0.6364,1.0,-0.0181,0.4099,-0.4075,-0.1817,US,0.0,-0.0173,-0.0194,-0.056,0.0409,-0.0184,-0.0377,-0.0194,-0.0194
2016-10-31,-0.0335,-0.0034,0.4545,0.8,-0.0102,-0.0315,-0.4076,-0.4396,US,0.0,-0.0123,0.0342,-0.0302,0.0185,0.0109,0.002,0.0342,0.0342
2016-11-30,-0.0286,0.0298,0.4545,0.6,-0.0411,0.647,-0.4093,-0.447,US,0.0,0.0217,0.0182,-0.0142,0.0321,0.0199,0.002,0.0182,0.0182
2016-12-30,-0.0012,0.0366,0.4545,0.7,-0.0297,0.4152,-0.3749,-0.4294,US,0.0,0.0204,0.0179,0.0521,-0.0299,0.0192,0.035,0.0179,0.0179
2017-01-31,-0.0087,0.0441,0.4545,0.8,-0.0208,0.6108,-0.3915,-0.4412,US,0.0,0.0116,0.0372,0.0431,-0.0302,0.0244,0.0402,0.0372,0.0372
2017-02-28,0.0211,0.0624,0.6364,1.0,-0.0292,0.2773,-0.3681,-0.4749,US,0.0,0.0328,-0.0004,0.0484,-0.0149,0.0162,0.024,-0.0004,-0.0004
2017-03-31,0.0254,0.0433,0.6364,0.9,0.0068,0.1752,-0.3898,-0.2838,US,0.0,0.0209,0.0091,0.0093,0.0116,0.015,0.0092,0.0091,0.0091
2017-04-28,0.0346,0.0509,0.6364,0.9,-0.0009,0.415,-0.3815,-0.2603,US,0.0,0.0644,0.0116,0.0701,-0.0053,0.038,0.0408,0.0116,0.0116
2017-05-31,0.1094,0.0354,1.0,0.9,0.0798,0.3547,-0.3994,0.4314,KR,0.003,0.0189,0.0048,-0.0009,0.0198,0.0119,0.002,0.0159,-0.0039
2017-06-30,0.0722,0.0325,0.9091,0.9,0.062,0.1339,-0.3938,0.2536,KR,0.0,0.0046,0.0193,0.0243,-0.0193,0.012,0.0218,0.0046,0.0243
2017-07-31,0.0727,0.0444,1.0,0.9,0.04,0.4336,-0.4021,0.2874,KR,0.0,-0.0164,0.0005,-0.0158,-0.0006,-0.008,-0.0076,-0.0164,-0.0158
2017-08-31,0.0167,0.016,0.6364,0.9,0.0116,0.2813,-0.4075,-0.1511,US,0.003,0.0132,0.0193,-0.0068,0.0201,0.0163,0.0063,0.0163,0.0163
2017-09-29,0.0032,0.0428,0.5455,1.0,-0.0043,0.4482,-0.371,-0.3832,US,0.0,0.0539,0.0222,0.075,-0.0196,0.038,0.0486,0.0222,0.0222
2017-10-31,0.0591,0.0423,0.8182,0.9,0.0253,0.2642,-0.3671,0.0571,Neutral,0.003,-0.0186,0.0281,0.0202,-0.0381,0.0047,0.0241,0.0017,0.0211
2017-11-30,0.0093,0.0624,0.7273,1.0,-0.0363,0.1569,-0.341,-0.5222,US,0.003,-0.0036,0.0098,0.003,-0.0103,0.0031,0.0064,0.0068,0.0068
2017-12-29,0.0093,0.0586,0.7273,0.9,-0.054,0.2973,-0.3489,-0.4931,US,0.0,0.035,0.0562,0.0279,0.0029,0.0456,0.0421,0.0562,0.0562
2018-01-31,0.0538,0.0813,0.9091,0.9,-0.0562,0.0835,-0.3099,-0.3299,US,0.0,-0.0542,-0.0389,-0.0602,0.0064,-0.0466,-0.0496,-0.0389,-0.0389
2018-02-28,-0.0324,0.0137,0.2727,0.6,-0.0611,-0.0685,-0.3285,-0.5753,US,0.0,0.0076,-0.0269,0.0241,-0.0161,-0.0096,-0.0014,-0.0269,-0.0269
2018-03-30,0.0017,0.0001,0.3636,0.5,-0.0003,0.2293,-0.3187,-0.1256,US,0.0,0.0284,0.0256,0.023,0.0053,0.027,0.0243,0.0256,0.0256
2018-04-30,-0.0094,-0.0094,0.4545,0.5,0.0237,0.4108,-0.3184,0.0153,Neutral,0.003,-0.0367,0.0216,-0.0434,0.007,-0.0076,-0.0109,-0.0106,-0.0139
2018-05-31,-0.0148,0.0184,0.1818,0.5,-0.0415,0.2195,-0.2994,-0.4565,US,0.003,-0.04,0.0048,-0.079,0.0423,-0.0176,-0.0371,0.0018,0.0018
2018-06-29,-0.0591,0.0256,0.1818,0.6,-0.0783,-0.1157,-0.2926,-0.6538,US,0.0,-0.0133,0.036,-0.0099,-0.0035,0.0114,0.0131,0.036,0.036
2018-07-31,-0.0509,0.0296,0.0909,1.0,-0.0937,0.5162,-0.2677,-0.5595,US,0.0,0.012,0.0303,0.0131,-0.0011,0.0211,0.0217,0.0303,0.0303
2018-08-31,-0.0299,0.0449,0.0909,1.0,-0.0788,0.1645,-0.2939,-0.6078,US,0.0,0.0087,0.0043,0.0115,-0.0028,0.0065,0.0079,0.0043,0.0043
2018-09-28,0.0284,0.0487,0.3636,0.8,-0.066,0.4208,-0.3403,-0.4135,US,0.0,-0.1337,-0.0694,-0.1531,0.0228,-0.1016,-0.1112,-0.0694,-0.0694
2018-10-31,-0.133,-0.0268,0.0,0.4,-0.1023,-0.2752,-0.316,-0.7015,US,0.0,0.0331,0.0179,0.0522,-0.0182,0.0255,0.035,0.0179,0.0179
2018-11-30,-0.0341,0.0022,0.1818,0.4,-0.0633,0.0916,-0.347,-0.5067,US,0.0,-0.0266,-0.0918,-0.0289,-0.0006,-0.0592,-0.0603,-0.0918,-0.0918
2018-12-31,-0.0633,-0.0914,0.0,0.1,0.0136,-0.5392,-0.3149,-0.0364,Neutral,0.003,0.0969,0.0787,0.1017,-0.0065,0.0878,0.0902,0.0848,0.0872
2019-01-31,0.0638,0.0287,0.3636,0.5,0.0203,0.3785,-0.3078,0.1304,KR,0.003,-0.0043,0.0297,-0.0097,0.0055,0.0127,0.01,-0.0073,-0.0127
2019-02-28,0.0235,0.0237,0.4545,0.7,-0.0101,0.6421,-0.2896,-0.1333,US,0.003,-0.0249,0.0179,-0.0415,0.0172,-0.0035,-0.0118,0.0149,0.0149
2019-03-29,-0.0434,0.0538,0.2727,0.8,-0.0672,0.2914,-0.2666,-0.5902,US,0.0,0.0294,0.0393,0.0077,0.0216,0.0344,0.0235,0.0393,0.0393
2019-04-30,0.0176,0.0788,0.4545,0.8182,-0.043,0.3204,-0.2693,-0.5183,US,0.0,-0.0734,-0.0658,-0.0965,0.0255,-0.0696,-0.0811,-0.0658,-0.0658
2019-05-31,-0.0567,-0.0082,0.0,0.5455,-0.0374,-0.1857,-0.2872,-0.5679,US,0.0,0.0435,0.0689,0.0732,-0.0277,0.0562,0.0711,0.0689,0.0689
2019-06-28,0.006,0.0928,0.2727,0.9091,-0.0527,0.3475,-0.296,-0.5707,US,0.0,-0.0498,0.0131,-0.07,0.0218,-0.0183,-0.0284,0.0131,0.0131
2019-07-31,-0.0835,0.0468,0.0909,0.9091,-0.1008,-0.0653,-0.269,-0.6685,US,0.0,-0.028,-0.0181,-0.0494,0.0225,-0.0231,-0.0337,-0.0181,-0.0181
2019-08-30,-0.0698,0.0385,0.0909,0.9091,-0.0864,0.0253,-0.2548,-0.6429,US,0.0,0.0484,0.0172,0.053,-0.0043,0.0328,0.0351,0.0172,0.0172
2019-09-30,-0.0155,0.0304,0.3636,0.9091,-0.0448,0.303,-0.2425,-0.4884,US,0.0,0.0099,0.0204,0.0431,-0.0318,0.0152,0.0317,0.0204,0.0204
2019-10-31,-0.0258,0.0394,0.2727,0.9091,-0.0344,0.5052,-0.2593,-0.4868,US,0.0,0.0022,0.034,-0.0092,0.0114,0.0181,0.0124,0.034,0.034
2019-11-29,0.0124,0.0691,0.1818,0.9091,-0.0427,0.317,-0.263,-0.5156,US,0.0,0.0525,0.0256,0.0674,-0.0139,0.0391,0.0465,0.0256,0.0256
2019-12-31,0.0082,0.0617,0.3636,1.0,-0.0237,0.4152,-0.2809,-0.4607,US,0.0,-0.0258,-0.0099,-0.0565,0.0355,-0.0179,-0.0332,-0.0099,-0.0099
2020-01-31,-0.0491,0.0356,0.2727,0.9091,-0.0507,-0.1128,-0.291,-0.6347,US,0.0,-0.0623,-0.0841,-0.0664,0.0044,-0.0732,-0.0752,-0.0841,-0.0841
2020-02-28,-0.0899,-0.0581,0.1818,0.0909,0.0055,-0.6648,-0.2842,-0.2593,US,0.0,-0.1169,-0.1251,-0.1301,0.0151,-0.121,-0.1276,-0.1251,-0.1251
2020-03-31,-0.1997,-0.1907,0.0909,0.0,0.0047,-0.7147,-0.3466,-0.1689,US,0.0,0.1099,0.1268,0.1166,-0.0044,0.1184,0.1217,0.1268,0.1268
2020-04-30,-0.0172,-0.0282,0.1818,0.1818,-0.0247,-0.217,-0.1019,-0.0618,Neutral,0.003,0.0708,0.0453,0.0644,0.0153,0.0581,0.0549,0.0551,0.0519
2020-05-29,-0.0011,-0.0078,0.3636,0.4545,-0.0011,0.4048,-0.0836,0.0127,Neutral,0.0,0.0388,0.0184,0.0667,-0.0262,0.0286,0.0425,0.0286,0.0425
2020-06-30,0.0642,0.0367,0.3636,0.4545,-0.0067,-0.2009,-0.3056,-0.0404,Neutral,0.0,0.0669,0.0551,0.072,-0.0047,0.061,0.0635,0.061,0.0635
2020-07-31,0.0911,0.0523,0.5455,0.7273,0.0188,0.3722,-0.368,0.1049,KR,0.003,0.0341,0.0701,0.0391,-0.0047,0.0521,0.0546,0.0311,0.0361
2020-08-31,0.1186,0.077,0.7273,0.7273,-0.0281,-0.0137,-0.3694,0.0336,Neutral,0.003,0.0007,-0.0392,0.0172,-0.0196,-0.0192,-0.011,-0.0222,-0.014
2020-09-30,0.1519,0.1181,0.7273,0.7273,0.0469,-0.1287,-0.3733,0.1742,KR,0.003,-0.0385,-0.0277,-0.0211,-0.0242,-0.0331,-0.0244,-0.0415,-0.0241
2020-10-30,0.0745,0.0346,0.8182,0.7273,0.0146,-0.4758,-0.3409,0.1488,KR,0.0,0.143,0.1075,0.171,-0.0239,0.1253,0.1393,0.143,0.171
2020-11-30,0.1678,0.1069,1.0,1.0,0.043,0.4472,-0.3673,0.3315,KR,0.0,0.1089,0.0371,0.131,-0.0224,0.073,0.0841,0.1089,0.131
2020-12-31,0.218,0.1116,1.0,1.0,0.0997,0.1405,-0.3601,0.3672,KR,0.0,0.0108,-0.0111,-0.0174,0.0306,-0.0002,-0.0143,0.0108,-0.0174
2021-01-29,0.19,0.0945,1.0,1.0,0.1495,-0.355,-0.3743,0.2896,KR,0.0,0.0123,0.0261,0.0067,0.0056,0.0192,0.0164,0.0123,0.0067
2021-02-26,0.1179,0.07,0.9091,0.9091,0.0636,0.1323,-0.3834,0.2751,KR,0.0,0.0161,0.0424,0.0131,0.0029,0.0293,0.0278,0.0161,0.0131
2021-03-31,0.1732,0.13,0.9091,1.0,0.0368,0.5435,-0.3582,0.2317,KR,0.0,0.0282,0.0524,0.0374,-0.0089,0.0403,0.0449,0.0282,0.0374
2021-04-30,0.1828,0.1765,0.9091,1.0,0.006,0.1744,-0.3145,-0.0607,Neutral,0.003,0.0178,0.0055,0.0275,-0.0095,0.0116,0.0165,0.0086,0.0135
2021-05-31,0.1532,0.0991,0.9091,1.0,0.0241,0.3698,-0.2823,0.2265,KR,0.003,0.029,0.0227,0.0072,0.0216,0.0258,0.015,0.026,0.0042
2021-06-30,0.1268,0.0876,0.9091,1.0,0.0116,0.358,-0.2486,0.1585,KR,0.0,-0.0286,0.0227,-0.0463,0.0185,-0.0029,-0.0118,-0.0286,-0.0463
2021-07-30,0.0446,0.0844,0.8182,1.0,-0.0733,-0.0154,-0.2647,-0.5098,US,0.003,-0.001,0.029,-0.0073,0.0064,0.014,0.0109,0.026,0.026
2021-08-31,0.028,0.0796,0.9091,1.0,-0.0874,0.2943,-0.2782,-0.4627,US,0.0,-0.0408,-0.0476,-0.0614,0.022,-0.0442,-0.0545,-0.0476,-0.0476
2021-09-30,-0.0194,0.0043,0.5455,0.9091,-0.0478,-0.1433,-0.2615,-0.4728,US,0.0,-0.032,0.0691,-0.0239,-0.0082,0.0186,0.0226,0.0691,0.0691
2021-10-29,-0.0637,0.0676,0.3636,1.0,-0.1324,0.4665,-0.255,-0.5886,US,0.0,-0.0443,-0.0083,-0.051,0.007,-0.0263,-0.0297,-0.0083,-0.0083
2021-11-30,-0.1229,0.0107,0.0,0.8182,-0.1115,-0.3792,-0.2647,-0.7167,US,0.0,0.0488,0.0436,0.043,0.0044,0.0462,0.0433,0.0436,0.0436
2021-12-31,-0.0613,0.0862,0.0909,0.9091,-0.1173,0.4317,-0.2472,-0.5926,US,0.0,-0.109,-0.0526,-0.1179,0.014,-0.0808,-0.0853,-0.0526,-0.0526
2022-01-31,-0.1508,0.0104,0.0,0.7273,-0.1112,-0.1992,-0.2441,-0.6863,US,0.0,-0.0032,-0.0314,-0.0037,-0.0037,-0.0173,-0.0175,-0.0314,-0.0314
2022-02-28,-0.0531,0.0073,0.0,0.3636,-0.0594,-0.4283,-0.2256,-0.6383,US,0.0,0.0217,0.0358,0.0098,0.0117,0.0287,0.0228,0.0358,0.0358
2022-03-31,-0.0386,0.0489,0.0909,0.8182,-0.073,0.2755,-0.208,-0.5776,US,0.0,-0.0227,-0.088,-0.0605,0.0402,-0.0553,-0.0742,-0.088,-0.088
